Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,Pos,,,,,
WR,Curtis Samuel,3600,CAR@SF 04:25PM ET,0,CAR,WR,,,,,
RB,De'Angelo Henderson,3600,LAC@DEN 10:20PM ET,0,DEN,RB,,,,,
DST,Broncos ,3600,LAC@DEN 10:20PM ET,9.688,DEN,DST,,,,,
WR,Anquan Boldin,3500,NYJ@BUF 01:00PM ET,10.459,BUF,WR,,,,,
WR,Charone Peake,3500,NYJ@BUF 01:00PM ET,2.907,NYJ,WR,,,,,
RB,Elijah McGuire,3500,NYJ@BUF 01:00PM ET,0,NYJ,RB,,,,,
WR,Zay Jones,3500,NYJ@BUF 01:00PM ET,0,BUF,WR,,,,,
WR,Markus Wheaton,3500,ATL@CHI 01:00PM ET,4.275,CHI,WR,,,,,
WR,Breshad Perriman,3500,BAL@CIN 01:00PM ET,6.319,BAL,WR,,,,,
WR,Allen Hurns,3500,JAX@HOU 01:00PM ET,9.155,JAX,WR,,,,,
WR,Jaelen Strong,3500,JAX@HOU 01:00PM ET,3.388,HOU,WR,,,,,
TE,Zach Ertz,3500,PHI@WAS 01:00PM ET,13.543,PHI,TE,,,,,
WR,Josh Doctson,3500,PHI@WAS 01:00PM ET,4.3,WAS,WR,,,,,
RB,Donnel Pumphrey,3500,PHI@WAS 01:00PM ET,0,PHI,RB,,,,,
WR,Kamar Aiken,3500,IND@LAR 04:05PM ET,4.238,IND,WR,,,,,
RB,Devante Mays,3500,SEA@GB 04:25PM ET,0,GB,RB,,,,,
DST,Panthers ,3500,CAR@SF 04:25PM ET,8,CAR,DST,,,,,
RB,Wayne Gallman,3500,NYG@DAL 08:30PM ET,0,NYG,RB,,,,,
WR,Laquon Treadwell,3500,NO@MIN 07:10PM ET,0.25,MIN,WR,,,,,
RB,Alvin Kamara,3500,NO@MIN 07:10PM ET,0,NO,RB,,,,,
RB,Devontae Booker,3500,LAC@DEN 10:20PM ET,9.106,DEN,RB,,,,,
WR,Dontrelle Inman,3500,LAC@DEN 10:20PM ET,10.563,LAC,WR,,,,,
DST,Patriots ,3400,KC@NE 08:30PM ET,8.333,NE,DST,,,,,
WR,Jermaine Kearse,3400,NYJ@BUF 01:00PM ET,5.733,NYJ,WR,,,,,
RB,Andre Ellington,3400,ARI@DET 01:00PM ET,1.881,ARI,RB,,,,,
DST,Buccaneers ,3400,Postponed,8.313,TB,DST,,,,,
WR,Ryan Grant,3400,PHI@WAS 01:00PM ET,1.038,WAS,WR,,,,,
RB,Marlon Mack,3400,IND@LAR 04:05PM ET,0,IND,RB,,,,,
WR,Travis Benjamin,3400,LAC@DEN 10:20PM ET,10.1,LAC,WR,,,,,
TE,Hunter Henry,3400,LAC@DEN 10:20PM ET,8.175,LAC,TE,,,,,
WR,Chris Conley,3300,KC@NE 08:30PM ET,5.935,KC,WR,,,,,
WR,Phillip Dorsett,3300,KC@NE 08:30PM ET,6.587,NE,WR,,,,,
DST,Falcons ,3300,ATL@CHI 01:00PM ET,7.167,ATL,DST,,,,,
WR,Victor Cruz,3300,ATL@CHI 01:00PM ET,6.788,CHI,WR,,,,,
WR,John Ross,3300,BAL@CIN 01:00PM ET,0,CIN,WR,,,,,
WR,Jaron Brown,3300,ARI@DET 01:00PM ET,5.1,ARI,WR,,,,,
RB,Dwayne Washington,3300,ARI@DET 01:00PM ET,3.746,DET,RB,,,,,
TE,Jared Cook,3300,OAK@TEN 01:00PM ET,10.123,OAK,TE,,,,,
WR,Seth Roberts,3300,OAK@TEN 01:00PM ET,6.635,OAK,WR,,,,,
WR,Aldrick Robinson,3300,CAR@SF 04:25PM ET,3.739,SF,WR,,,,,
WR,Russell Shepard,3300,CAR@SF 04:25PM ET,5,CAR,WR,,,,,
WR,Roger Lewis,3300,NYG@DAL 08:30PM ET,2.05,NYG,WR,,,,,
WR,Brandon Coleman,3300,NO@MIN 07:10PM ET,4.506,NO,WR,,,,,
WR,Albert Wilson,3200,KC@NE 08:30PM ET,5.306,KC,WR,,,,,
TE,Charles Clay,3200,NYJ@BUF 01:00PM ET,9.08,BUF,TE,,,,,
WR,Kendall Wright,3200,ATL@CHI 01:00PM ET,8.464,CHI,WR,,,,,
RB,Ryan Mathews,3200,PHI@WAS 01:00PM ET,11.738,PHI,RB,,,,,
DST,Rams ,3200,IND@LAR 04:05PM ET,5.813,LAR,DST,,,,,
WR,Marquise Goodwin,3200,CAR@SF 04:25PM ET,6.207,SF,WR,,,,,
WR,Tavarres King,3200,NYG@DAL 08:30PM ET,2.913,NYG,WR,,,,,
RB,Jerick McKinnon,3200,NO@MIN 07:10PM ET,9.893,MIN,RB,,,,,
DST,Bengals ,3100,BAL@CIN 01:00PM ET,6.125,CIN,DST,,,,,
TE,C.J. Fiedorowicz,3100,JAX@HOU 01:00PM ET,8.941,HOU,TE,,,,,
TE,Cameron Brate,3100,Postponed,11.4,TB,TE,,,,,
WR,Tajae Sharpe,3100,OAK@TEN 01:00PM ET,6.581,TEN,WR,,,,,
RB,Elijah Hood,3100,OAK@TEN 01:00PM ET,0,OAK,RB,,,,,
WR,Brian Quick,3100,PHI@WAS 01:00PM ET,7.213,WAS,WR,,,,,
WR,Pharoh Cooper,3100,IND@LAR 04:05PM ET,2.36,LAR,WR,,,,,
RB,Orleans Darkwa,3100,NYG@DAL 08:30PM ET,2.63,NYG,RB,,,,,
WR,Austin Carr,3100,NO@MIN 07:10PM ET,0,NO,WR,,,,,
RB,Devine Redding,3000,KC@NE 08:30PM ET,0,KC,RB,,,,,
RB,Spencer Ware,3000,KC@NE 08:30PM ET,14.293,KC,RB,,,,,
RB,Anthony Sherman,3000,KC@NE 08:30PM ET,0.376,KC,RB,,,,,
RB,C.J. Spiller,3000,KC@NE 08:30PM ET,3.133,KC,RB,,,,,
WR,De'Anthony Thomas,3000,KC@NE 08:30PM ET,1.031,KC,WR,,,,,
WR,Seantavius Jones,3000,KC@NE 08:30PM ET,0,KC,WR,,,,,
WR,Tony Stevens,3000,KC@NE 08:30PM ET,0,KC,WR,,,,,
WR,Marcus Kemp,3000,KC@NE 08:30PM ET,0,KC,WR,,,,,
WR,Robert Wheelwright,3000,KC@NE 08:30PM ET,0,KC,WR,,,,,
WR,Tevin Jones,3000,KC@NE 08:30PM ET,0,KC,WR,,,,,
WR,Gehrig Dieter,3000,KC@NE 08:30PM ET,0,KC,WR,,,,,
WR,Jehu Chesson,3000,KC@NE 08:30PM ET,0,KC,WR,,,,,
WR,Demarcus Robinson,3000,KC@NE 08:30PM ET,0,KC,WR,,,,,
RB,Brandon Bolden,3000,KC@NE 08:30PM ET,0.244,NE,RB,,,,,
RB,James Develin,3000,KC@NE 08:30PM ET,0.45,NE,RB,,,,,
RB,LeShun Daniels Jr.,3000,KC@NE 08:30PM ET,0,NE,RB,,,,,
RB,D.J. Foster,3000,KC@NE 08:30PM ET,1.2,NE,RB,,,,,
RB,Glenn Gronkowski,3000,KC@NE 08:30PM ET,0,NE,RB,,,,,
WR,Julian Edelman,3000,KC@NE 08:30PM ET,16.278,NE,WR,,,,,
WR,K.J. Maye,3000,KC@NE 08:30PM ET,0,NE,WR,,,,,
WR,Cody Hollister,3000,KC@NE 08:30PM ET,0,NE,WR,,,,,
WR,Matthew Slater,3000,KC@NE 08:30PM ET,-0.033,NE,WR,,,,,
WR,Tony Washington,3000,KC@NE 08:30PM ET,0.95,NE,WR,,,,,
WR,Devin Lucien,3000,KC@NE 08:30PM ET,0,NE,WR,,,,,
WR,Kalif Raymond,3000,NYJ@BUF 01:00PM ET,-0.25,NYJ,WR,,,,,
RB,Mike Tolbert,3000,NYJ@BUF 01:00PM ET,2.163,BUF,RB,,,,,
WR,Brandon Tate,3000,NYJ@BUF 01:00PM ET,1.633,BUF,WR,,,,,
RB,Taiwan Jones,3000,NYJ@BUF 01:00PM ET,0.536,BUF,RB,,,,,
RB,Joe Banyard,3000,NYJ@BUF 01:00PM ET,0.7,BUF,RB,,,,,
RB,Patrick DiMarco,3000,NYJ@BUF 01:00PM ET,1.239,BUF,RB,,,,,
WR,Frankie Hammond Jr.,3000,NYJ@BUF 01:00PM ET,0,NYJ,WR,,,,,
WR,Myles White,3000,NYJ@BUF 01:00PM ET,0,NYJ,WR,,,,,
WR,Quincy Enunwa,3000,NYJ@BUF 01:00PM ET,10.744,NYJ,WR,,,,,
WR,Rod Streater,3000,NYJ@BUF 01:00PM ET,3.069,BUF,WR,,,,,
RB,Marcus Murphy,3000,NYJ@BUF 01:00PM ET,0.433,NYJ,RB,,,,,
WR,Walter Powell,3000,NYJ@BUF 01:00PM ET,3.133,BUF,WR,,,,,
WR,Kaelin Clay,3000,NYJ@BUF 01:00PM ET,0,BUF,WR,,,,,
WR,Andre Holmes,3000,NYJ@BUF 01:00PM ET,3.506,BUF,WR,,,,,
RB,Algernon Brown,3000,NYJ@BUF 01:00PM ET,0,NYJ,RB,,,,,
WR,Marquess Wilson,3000,NYJ@BUF 01:00PM ET,11.333,NYJ,WR,,,,,
WR,Philly Brown,3000,NYJ@BUF 01:00PM ET,3.763,BUF,WR,,,,,
WR,Rashad Ross,3000,NYJ@BUF 01:00PM ET,0.36,BUF,WR,,,,,
WR,Dezmin Lewis,3000,NYJ@BUF 01:00PM ET,0,BUF,WR,,,,,
WR,Deshon Foxx,3000,NYJ@BUF 01:00PM ET,0,NYJ,WR,,,,,
RB,Romar Morris,3000,NYJ@BUF 01:00PM ET,0,NYJ,RB,,,,,
WR,Jeremy Butler,3000,NYJ@BUF 01:00PM ET,0.775,BUF,WR,,,,,
WR,Brandon Reilly,3000,NYJ@BUF 01:00PM ET,0,BUF,WR,,,,,
WR,Gabe Marks,3000,NYJ@BUF 01:00PM ET,0,NYJ,WR,,,,,
WR,Chris Harper,3000,NYJ@BUF 01:00PM ET,2.922,NYJ,WR,,,,,
RB,Jordan Johnson,3000,NYJ@BUF 01:00PM ET,0,BUF,RB,,,,,
WR,Daikiel Shorts,3000,NYJ@BUF 01:00PM ET,0,BUF,WR,,,,,
WR,Jalin Marshall,3000,NYJ@BUF 01:00PM ET,4.02,NYJ,WR,,,,,
WR,Lucky Whitehead,3000,NYJ@BUF 01:00PM ET,0.938,NYJ,WR,,,,,
WR,Damore'ea Stringfellow,3000,NYJ@BUF 01:00PM ET,0,NYJ,WR,,,,,
RB,Anthony Firkser,3000,NYJ@BUF 01:00PM ET,0,NYJ,RB,,,,,
WR,Chad Hansen,3000,NYJ@BUF 01:00PM ET,0,NYJ,WR,,,,,
RB,Julian Howsare,3000,NYJ@BUF 01:00PM ET,0,NYJ,RB,,,,,
RB,Cedric O'Neal,3000,NYJ@BUF 01:00PM ET,0,BUF,RB,,,,,
WR,Kenbrell Thompkins,3000,NYJ@BUF 01:00PM ET,0,NYJ,WR,,,,,
RB,Jahad Thomas,3000,NYJ@BUF 01:00PM ET,0,NYJ,RB,,,,,
WR,Dan Williams,3000,NYJ@BUF 01:00PM ET,0,NYJ,WR,,,,,
WR,Andre Roberts,3000,ATL@CHI 01:00PM ET,2.929,ATL,WR,,,,,
WR,Deonte Thompson,3000,ATL@CHI 01:00PM ET,3.806,CHI,WR,,,,,
RB,Derrick Coleman,3000,ATL@CHI 01:00PM ET,0,ATL,RB,,,,,
WR,B.J. Daniels,3000,ATL@CHI 01:00PM ET,0,ATL,WR,,,,,
WR,Rueben Randle,3000,ATL@CHI 01:00PM ET,0,CHI,WR,,,,,
WR,Nick Williams,3000,ATL@CHI 01:00PM ET,5.45,ATL,WR,,,,,
WR,Josh Bellamy,3000,ATL@CHI 01:00PM ET,3.556,CHI,WR,,,,,
RB,Michael Burton,3000,ATL@CHI 01:00PM ET,0,CHI,RB,,,,,
WR,Justin Hardy,3000,ATL@CHI 01:00PM ET,3.839,ATL,WR,,,,,
RB,Terron Ward,3000,ATL@CHI 01:00PM ET,3.44,ATL,RB,,,,,
WR,Titus Davis,3000,ATL@CHI 01:00PM ET,0,CHI,WR,,,,,
RB,Ka'Deem Carey,3000,ATL@CHI 01:00PM ET,1.777,CHI,RB,,,,,
WR,Tre McBride,3000,ATL@CHI 01:00PM ET,0,CHI,WR,,,,,
WR,Marvin Hall,3000,ATL@CHI 01:00PM ET,0,ATL,WR,,,,,
WR,Daniel Braverman,3000,ATL@CHI 01:00PM ET,0,CHI,WR,,,,,
WR,Alton Howard,3000,ATL@CHI 01:00PM ET,0,CHI,WR,,,,,
RB,Josh Rounds,3000,ATL@CHI 01:00PM ET,0,CHI,RB,,,,,
WR,Josh Magee,3000,ATL@CHI 01:00PM ET,0,ATL,WR,,,,,
WR,Deante Burton,3000,ATL@CHI 01:00PM ET,0,ATL,WR,,,,,
WR,Reginald Davis III,3000,ATL@CHI 01:00PM ET,0,ATL,WR,,,,,
RB,Kelvin Taylor,3000,ATL@CHI 01:00PM ET,0,ATL,RB,,,,,
WR,Bra'Lon Cherry,3000,ATL@CHI 01:00PM ET,0,ATL,WR,,,,,
WR,Tanner Gentry,3000,ATL@CHI 01:00PM ET,0,CHI,WR,,,,,
RB,Freddie Stevenson,3000,ATL@CHI 01:00PM ET,0,CHI,RB,,,,,
TE,Austin Hooper,3000,ATL@CHI 01:00PM ET,4.4,ATL,TE,,,,,
RB,Taquan Mizzell,3000,ATL@CHI 01:00PM ET,0,CHI,RB,,,,,
RB,Tyler Renew,3000,ATL@CHI 01:00PM ET,0,ATL,RB,,,,,
RB,Tarik Cohen,3000,ATL@CHI 01:00PM ET,0,CHI,RB,,,,,
RB,Brian Hill,3000,ATL@CHI 01:00PM ET,0,ATL,RB,,,,,
WR,Anthony Dable,3000,ATL@CHI 01:00PM ET,0,ATL,WR,,,,,
RB,Jhurell Pressley,3000,ATL@CHI 01:00PM ET,0,ATL,RB,,,,,
RB,Cedric Peerman,3000,BAL@CIN 01:00PM ET,0.25,CIN,RB,,,,,
RB,Bobby Rainey,3000,BAL@CIN 01:00PM ET,2.65,BAL,RB,,,,,
WR,Griff Whalen,3000,BAL@CIN 01:00PM ET,0.525,BAL,WR,,,,,
WR,Michael Campanaro,3000,BAL@CIN 01:00PM ET,2.4,BAL,WR,,,,,
WR,Chris Matthews,3000,BAL@CIN 01:00PM ET,0,BAL,WR,,,,,
WR,Kenny Bell,3000,BAL@CIN 01:00PM ET,0,BAL,WR,,,,,
WR,Jake Kumerow,3000,BAL@CIN 01:00PM ET,0,CIN,WR,,,,,
RB,Javorius Allen,3000,BAL@CIN 01:00PM ET,0.988,BAL,RB,,,,,
WR,Chris Moore,3000,BAL@CIN 01:00PM ET,0.9,BAL,WR,,,,,
RB,Tra Carson,3000,BAL@CIN 01:00PM ET,0,CIN,RB,,,,,
WR,Alex Erickson,3000,BAL@CIN 01:00PM ET,0.819,CIN,WR,,,,,
RB,Kenneth Dixon,3000,BAL@CIN 01:00PM ET,8.533,BAL,RB,,,,,
WR,Cody Core,3000,BAL@CIN 01:00PM ET,4.625,CIN,WR,,,,,
RB,Ricky Ortiz,3000,BAL@CIN 01:00PM ET,0,BAL,RB,,,,,
WR,C.J. Board,3000,BAL@CIN 01:00PM ET,0,BAL,WR,,,,,
WR,Keenan Reynolds,3000,BAL@CIN 01:00PM ET,0,BAL,WR,,,,,
WR,Alonzo Russell,3000,BAL@CIN 01:00PM ET,0,CIN,WR,,,,,
WR,Chris Brown,3000,BAL@CIN 01:00PM ET,0,CIN,WR,,,,,
RB,Lorenzo Taliaferro,3000,BAL@CIN 01:00PM ET,1.333,BAL,RB,,,,,
RB,Darrin Laufasa,3000,BAL@CIN 01:00PM ET,0,CIN,RB,,,,,
WR,Kermit Whitfield,3000,BAL@CIN 01:00PM ET,0,CIN,WR,,,,,
RB,Jarveon Williams,3000,BAL@CIN 01:00PM ET,0,CIN,RB,,,,,
WR,Quincy Adeboyejo,3000,BAL@CIN 01:00PM ET,0,BAL,WR,,,,,
WR,Vince Mayle,3000,BAL@CIN 01:00PM ET,0,BAL,WR,,,,,
WR,Josh Malone,3000,BAL@CIN 01:00PM ET,0,CIN,WR,,,,,
WR,Tim White,3000,BAL@CIN 01:00PM ET,0,BAL,WR,,,,,
RB,DeAngelo Williams,3000,PIT@CLE 01:00PM ET,9.754,PIT,RB,,,,,
WR,Darrius Heyward-Bey,3000,PIT@CLE 01:00PM ET,3.1,PIT,WR,,,,,
WR,Josh Boyce,3000,PIT@CLE 01:00PM ET,0,CLE,WR,,,,,
RB,Knile Davis,3000,PIT@CLE 01:00PM ET,0.936,PIT,RB,,,,,
WR,Cobi Hamilton,3000,PIT@CLE 01:00PM ET,4.821,PIT,WR,,,,,
RB,Roosevelt Nix,3000,PIT@CLE 01:00PM ET,0.192,PIT,RB,,,,,
WR,Jordan Leslie,3000,PIT@CLE 01:00PM ET,0,CLE,WR,,,,,
RB,Terrence Magee,3000,PIT@CLE 01:00PM ET,0.6,CLE,RB,,,,,
RB,Brandon Wilds,3000,PIT@CLE 01:00PM ET,1.675,CLE,RB,,,,,
WR,Richard Mullaney,3000,PIT@CLE 01:00PM ET,0,CLE,WR,,,,,
WR,Kasen Williams,3000,PIT@CLE 01:00PM ET,0,CLE,WR,,,,,
WR,Rannell Hall,3000,PIT@CLE 01:00PM ET,0,CLE,WR,,,,,
RB,Terrell Watson,3000,PIT@CLE 01:00PM ET,10.3,PIT,RB,,,,,
TE,Jesse James,3000,PIT@CLE 01:00PM ET,6.079,PIT,TE,,,,,
RB,Trey Williams,3000,PIT@CLE 01:00PM ET,0,PIT,RB,,,,,
WR,Jordan Payton,3000,PIT@CLE 01:00PM ET,0.325,CLE,WR,,,,,
WR,Justin Thomas,3000,PIT@CLE 01:00PM ET,0,PIT,WR,,,,,
RB,Danny Vitale,3000,PIT@CLE 01:00PM ET,0.744,CLE,RB,,,,,
WR,Ricardo Louis,3000,PIT@CLE 01:00PM ET,2.406,CLE,WR,,,,,
WR,Reggie Davis,3000,PIT@CLE 01:00PM ET,0,CLE,WR,,,,,
WR,Demarcus Ayers,3000,PIT@CLE 01:00PM ET,5.45,PIT,WR,,,,,
WR,Rashard Higgins,3000,PIT@CLE 01:00PM ET,0.856,CLE,WR,,,,,
RB,Matthew Dayes,3000,PIT@CLE 01:00PM ET,0,CLE,RB,,,,,
WR,Mario Alford,3000,PIT@CLE 01:00PM ET,0,CLE,WR,,,,,
WR,Rasheed Bailey,3000,PIT@CLE 01:00PM ET,0,CLE,WR,,,,,
RB,Brandon Brown-Dukes,3000,PIT@CLE 01:00PM ET,0,PIT,RB,,,,,
WR,Marcus Tucker,3000,PIT@CLE 01:00PM ET,0,PIT,WR,,,,,
WR,Jeremy Ross,3000,ARI@DET 01:00PM ET,2.283,ARI,WR,,,,,
RB,Matt Asiata,3000,ARI@DET 01:00PM ET,8.344,DET,RB,,,,,
WR,Keshawn Martin,3000,ARI@DET 01:00PM ET,-1,DET,WR,,,,,
RB,Mike James,3000,ARI@DET 01:00PM ET,2.025,DET,RB,,,,,
WR,Ryan Spadola,3000,ARI@DET 01:00PM ET,0,DET,WR,,,,,
WR,Jared Abbrederis,3000,ARI@DET 01:00PM ET,0.36,DET,WR,,,,,
WR,Aaron Dobson,3000,ARI@DET 01:00PM ET,0,ARI,WR,,,,,
WR,TJ Jones,3000,ARI@DET 01:00PM ET,3.575,DET,WR,,,,,
RB,Elijhaa Penny,3000,ARI@DET 01:00PM ET,0,ARI,RB,,,,,
WR,Brittan Golden,3000,ARI@DET 01:00PM ET,1.767,ARI,WR,,,,,
RB,Tion Green,3000,ARI@DET 01:00PM ET,0,DET,RB,,,,,
WR,Michael Rector,3000,ARI@DET 01:00PM ET,0,DET,WR,,,,,
WR,Dontez Ford,3000,ARI@DET 01:00PM ET,0,DET,WR,,,,,
WR,Carlton Agudosi,3000,ARI@DET 01:00PM ET,0,ARI,WR,,,,,
WR,Chris Hubert,3000,ARI@DET 01:00PM ET,0,ARI,WR,,,,,
RB,T.J. Logan,3000,ARI@DET 01:00PM ET,0,ARI,RB,,,,,
WR,Noel Thomas,3000,ARI@DET 01:00PM ET,0,DET,WR,,,,,
WR,Jace Billingsley,3000,ARI@DET 01:00PM ET,0,DET,WR,,,,,
WR,Chad Williams,3000,ARI@DET 01:00PM ET,0,ARI,WR,,,,,
RB,James Summers,3000,ARI@DET 01:00PM ET,0,ARI,RB,,,,,
WR,Krishawn Hogan,3000,ARI@DET 01:00PM ET,0,ARI,WR,,,,,
WR,Dez Stewart,3000,ARI@DET 01:00PM ET,0,DET,WR,,,,,
WR,Arrelious Benn,3000,JAX@HOU 01:00PM ET,1.507,JAX,WR,,,,,
RB,Jordan Todman,3000,JAX@HOU 01:00PM ET,0.744,HOU,RB,,,,,
RB,Tommy Bohanon,3000,JAX@HOU 01:00PM ET,0,JAX,RB,,,,,
RB,Tyler Gaffney,3000,JAX@HOU 01:00PM ET,0,JAX,RB,,,,,
WR,Devin Street,3000,JAX@HOU 01:00PM ET,0.5,HOU,WR,,,,,
RB,Jay Prosch,3000,JAX@HOU 01:00PM ET,0.153,HOU,RB,,,,,
WR,Dres Anderson,3000,JAX@HOU 01:00PM ET,0,HOU,WR,,,,,
WR,Larry Pinkard,3000,JAX@HOU 01:00PM ET,0,JAX,WR,,,,,
RB,Corey Grant,3000,JAX@HOU 01:00PM ET,3.536,JAX,RB,,,,,
WR,DeAndrew White,3000,JAX@HOU 01:00PM ET,0,HOU,WR,,,,,
RB,Tyler Ervin,3000,JAX@HOU 01:00PM ET,0.221,HOU,RB,,,,,
WR,Jamal Robinson,3000,JAX@HOU 01:00PM ET,0,JAX,WR,,,,,
WR,Rashad Greene Sr.,3000,JAX@HOU 01:00PM ET,0.9,JAX,WR,,,,,
WR,Marcus Leak,3000,JAX@HOU 01:00PM ET,0,HOU,WR,,,,,
RB,Akeem Hunt,3000,JAX@HOU 01:00PM ET,2.03,HOU,RB,,,,,
WR,Shane Wynn,3000,JAX@HOU 01:00PM ET,0.68,JAX,WR,,,,,
WR,Kenneth Walker III,3000,JAX@HOU 01:00PM ET,0,JAX,WR,,,,,
WR,Justin Hardee,3000,JAX@HOU 01:00PM ET,0,HOU,WR,,,,,
RB,I'Tavius Mathers,3000,JAX@HOU 01:00PM ET,0,JAX,RB,,,,,
WR,Amba Etta-Tawo,3000,JAX@HOU 01:00PM ET,0,JAX,WR,,,,,
