player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
Joe Williams,RB,0.0,0.0,0.0,0.0,,0.0
Stevan Ridley,RB,0.0,0.0,0.0,0.0,,0.0
Joe Banyard,RB,0.0,0.0,0.0,0.0,,0.0
Alexander Armah,RB,0.0,0.0,0.0,0.0,,0.0
Jerome Felton,RB,0.0,0.0,0.0,0.0,,0.0
Mike James,RB,0.0,0.0,0.0,0.0,,0.0
Zach Ertz,TE,13.29,3.26,6.78,19.8,12.88,13.11
Travis Kelce,TE,12.71,1.67,9.36,16.05,12.6,12.48
Jason Witten,TE,11.53,2.74,6.05,17.0,11.24,10.02
Delanie Walker,TE,11.1,2.13,6.85,15.36,10.87,10.98
Jimmy Graham,TE,10.16,5.04,0.09,20.24,11.98,10.96
Evan Engram,TE,9.72,2.5,4.72,14.71,9.38,9.52
Martellus Bennett,TE,9.67,3.13,3.42,15.93,9.09,9.6
Charles Clay,TE,9.24,5.0,-0.76,19.23,10.72,9.48
Kyle Rudolph,TE,8.98,1.26,6.46,11.5,8.89,9.2
Jared Cook,TE,8.24,1.06,6.12,10.36,8.17,8.52
Eric Ebron,TE,8.2,2.05,4.11,12.29,7.95,7.96
Cameron Brate,TE,7.83,3.25,1.33,14.33,8.83,8.94
Hunter Henry,TE,7.68,1.51,4.65,10.71,7.52,7.82
Jesse James,TE,7.53,1.62,4.28,10.78,7.31,7.77
Tyler Kroft,TE,7.27,4.38,-1.5,16.04,8.12,7.5
Benjamin Watson,TE,7.23,3.04,1.14,13.32,8.13,8.03
Austin Seferian-Jenkins,TE,6.92,2.99,0.95,12.89,7.76,7.3
Ryan Griffin,TE,6.8,0.97,4.87,8.74,6.73,7.14
Zach Miller,TE,6.78,2.94,0.9,12.66,7.58,7.9
Antonio Gates,TE,6.51,1.47,3.56,9.45,6.32,6.84
George Kittle,TE,6.31,1.73,2.85,9.77,6.07,6.01
David Njoku,TE,6.06,1.72,2.62,9.51,5.83,5.93
Julius Thomas,TE,6.03,1.03,3.96,8.09,5.92,6.25
Ed Dickson,TE,5.94,2.55,0.84,11.05,5.25,5.8
Jermaine Gresham,TE,5.92,1.41,3.09,8.75,5.74,6.56
Dwayne Allen,TE,5.28,3.09,-0.9,11.46,4.06,7.63
Seth DeValve,TE,5.09,0.95,3.19,6.99,5.0,5.03
O.J. Howard,TE,4.88,1.95,0.98,8.77,4.48,4.98
Marcedes Lewis,TE,4.81,1.99,0.83,8.79,5.42,5.32
Tyler Higbee,TE,4.37,1.37,1.64,7.1,4.14,4.08
Garrett Celek,TE,4.13,2.74,-1.35,9.61,3.37,2.92
Luke Willson,TE,4.1,1.11,1.88,6.32,3.95,4.07
Jonnu Smith,TE,3.97,1.66,0.66,7.28,3.7,3.46
Gerald Everett,TE,3.6,0.75,2.1,5.1,3.51,3.28
Darren Fells,TE,3.57,0.91,1.74,5.39,3.42,3.69
Brandon Williams,TE,3.32,1.88,-0.43,7.08,2.6,3.14
Stephen Anderson,TE,3.17,1.92,-0.68,7.01,2.18,3.06
Nick Boyle,TE,3.13,1.44,0.24,6.01,1.97,3.31
Dion Sims,TE,3.05,0.85,1.34,4.75,2.9,3.09
Lance Kendricks,TE,2.97,0.89,1.18,4.76,2.84,2.62
Trey Burton,TE,2.66,0.95,0.77,4.56,2.49,2.7
Jacob Hollister,TE,2.35,1.6,-0.85,5.56,1.75,2.16
Demetrius Harris,TE,2.31,1.39,-0.47,5.1,2.5,2.19
Vance McDonald,TE,2.24,1.03,0.18,4.3,2.03,2.01
Rhett Ellison,TE,2.16,0.55,1.06,3.26,2.08,2.2
C.J. Uzomah,TE,2.06,0.77,0.52,3.6,1.84,2.37
Ben Koyack,TE,2.01,2.74,-3.47,7.5,1.41,0.84
Jerell Adams,TE,1.83,0.88,0.06,3.6,1.63,1.79
Clive Walford,TE,1.8,2.03,-2.26,5.86,1.09,1.0
Darrell Daniels,TE,1.74,2.34,-2.95,6.43,1.25,0.83
Adam Shaheen,TE,1.72,1.09,-0.47,3.9,1.41,1.28
Daniel Brown,TE,1.47,2.02,-2.57,5.51,1.06,0.71
Xavier Grimble,TE,1.46,2.42,-3.39,6.3,0.77,0.5
Randall Telfer,TE,1.42,1.48,-1.53,4.38,0.71,1.08
Henry Krieger-Coble,TE,1.4,1.4,-1.4,4.19,2.79,1.4
Nick OLeary,TE,1.26,0.93,-0.6,3.12,1.86,1.59
Troy Niklas,TE,1.24,1.05,-0.86,3.34,1.54,0.92
Brent Celek,TE,1.24,0.63,-0.03,2.5,0.82,1.4
MarQueis Gray,TE,0.99,1.27,-1.55,3.53,0.78,0.51
Luke Stocker,TE,0.92,0.95,-0.98,2.82,0.77,0.48
Michael Roberts,TE,0.8,0.39,0.02,1.59,0.73,0.6
Phillip Supernaw,TE,0.8,0.88,-0.97,2.57,0.84,0.37
Jordan Leggett,TE,0.71,0.49,-0.27,1.69,0.8,0.62
Anthony Fasano,TE,0.68,0.22,0.24,1.11,0.64,0.61
Derek Carrier,TE,0.58,0.42,-0.25,1.42,0.63,0.48
Lee Smith,TE,0.53,0.52,-0.51,1.56,0.7,0.52
Ross Travis,TE,0.45,0.34,-0.24,1.13,0.64,0.53
Blake Bell,TE,0.43,0.26,-0.09,0.95,0.51,0.44
Ifeanyi Momah,TE,0.41,0.3,-0.18,1.0,0.62,0.56
Logan Paulsen,TE,0.39,0.33,-0.27,1.05,0.38,0.4
David Morgan,TE,0.37,0.2,-0.03,0.78,0.26,0.45
Eric Tomlinson,TE,0.3,0.32,-0.34,0.95,0.59,0.23
Neal Sterling,TE,0.3,0.42,-0.55,1.15,0.9,0.0
Chris Manhertz,TE,0.25,0.27,-0.28,0.79,0.49,0.2
Sean McGrath,TE,0.23,0.13,-0.03,0.49,0.28,0.24
Nick Vannett,TE,0.21,0.28,-0.35,0.76,0.11,0.02
Jim Dray,TE,0.19,0.27,-0.35,0.73,0.57,0.0
Logan Thomas,TE,0.19,0.19,-0.19,0.57,0.38,0.19
Khari Lee,TE,0.18,0.18,-0.18,0.52,0.35,0.18
Geoff Swaim,TE,0.15,0.26,-0.36,0.66,0.59,0.0
Ryan Hewitt,TE,0.09,0.13,-0.16,0.34,0.27,0.0
Alan Cross,TE,0.08,0.14,-0.2,0.36,0.32,0.0
Chris Gragg,TE,0.0,0.0,0.0,0.0,,0.0
Matt Lengel,TE,0.0,0.0,0.0,0.0,,0.0
Will Tye,TE,0.0,0.0,0.0,0.0,,0.0
