player,position,Fantasy Points,FP deviation,Floor,Ceiling,Geometric mean,Median
Tyrell Williams,WR,10.84,2.11,6.63,15.06,10.63,10.86
Martavis Bryant,WR,10.63,4.59,1.46,19.81,11.93,11.34
Jamison Crowder,WR,10.43,2.48,5.47,15.38,10.04,10.66
Kendall Wright,WR,10.13,2.32,5.48,14.77,9.83,9.73
Jermaine Kearse,WR,9.87,3.2,3.48,16.26,9.37,9.98
Mohamed Sanu,WR,9.65,1.13,7.39,11.91,9.58,9.49
Jordan Matthews,WR,9.64,2.05,5.54,13.74,9.41,9.36
Chris Hogan,WR,9.64,1.61,6.42,12.86,9.5,10.28
Marvin Jones,WR,9.64,2.16,5.32,13.95,9.36,10.32
Cole Beasley,WR,9.44,1.51,6.42,12.46,9.29,9.75
Kenny Golladay,WR,9.43,1.69,6.06,12.8,9.27,9.49
Sterling Shepard,WR,9.42,1.78,5.85,12.98,9.23,9.86
Kenny Stills,WR,9.36,1.5,6.36,12.35,9.23,9.41
Cooper Kupp,WR,9.08,1.95,5.18,12.99,8.83,10.26
Allen Hurns,WR,8.82,3.54,1.75,15.89,9.99,10.35
Brandon LaFell,WR,8.67,1.23,6.2,11.13,8.58,8.6
Devin Funchess,WR,8.59,4.24,0.11,17.07,9.43,9.2
Robby Anderson,WR,8.57,1.74,5.09,12.04,8.36,9.09
Rashard Higgins,WR,8.47,4.24,-0.01,16.94,7.46,7.66
Mike Wallace,WR,8.42,2.32,3.78,13.06,8.02,9.44
Eric Decker,WR,8.27,2.64,3.0,13.54,7.65,9.07
Taylor Gabriel,WR,8.22,1.1,6.01,10.43,8.15,8.34
Tyler Lockett,WR,8.2,3.33,1.53,14.86,9.27,9.26
Corey Davis,WR,7.96,2.21,3.53,12.38,7.66,7.0
Kenny Britt,WR,7.94,1.55,4.84,11.04,7.76,8.26
Terrance Williams,WR,7.83,0.92,5.99,9.67,7.77,7.8
Brandon Marshall,WR,7.8,2.32,3.15,12.45,7.44,8.45
Nelson Agholor,WR,7.75,1.68,4.4,11.11,7.57,7.32
Robert Woods,WR,7.74,1.85,4.05,11.44,7.54,7.63
Donte Moncrief,WR,7.55,3.15,1.25,13.86,8.5,8.66
Paul Richardson,WR,7.48,0.63,6.22,8.73,7.45,7.24
Marquise Goodwin,WR,7.41,1.68,4.05,10.78,7.21,7.23
Zay Jones,WR,7.35,1.28,4.79,9.91,7.24,7.04
Torrey Smith,WR,7.24,2.3,2.64,11.84,6.86,7.25
Eli Rogers,WR,7.12,1.58,3.95,10.28,6.97,6.95
Travis Benjamin,WR,6.63,1.66,3.3,9.96,6.43,6.73
Brandon Coleman,WR,6.61,1.63,3.36,9.87,6.41,6.84
Chris Conley,WR,6.44,1.39,3.66,9.21,6.27,6.86
Deonte Thompson,WR,6.35,1.44,3.48,9.22,6.19,5.9
Jaron Brown,WR,6.29,3.75,-1.2,13.78,6.41,6.58
Markus Wheaton,WR,6.25,2.67,0.91,11.59,5.74,4.98
Seth Roberts,WR,6.13,1.51,3.1,9.16,5.93,6.12
Jeremy Kerley,WR,6.02,1.04,3.95,8.09,5.93,6.09
Breshad Perriman,WR,5.95,1.57,2.8,9.1,5.72,5.78
Adam Humphries,WR,5.77,1.17,3.43,8.11,5.66,5.46
Tavon Austin,WR,5.65,2.49,0.68,10.63,5.12,5.38
Albert Wilson,WR,5.56,1.27,3.02,8.1,5.41,5.51
Danny Amendola,WR,5.56,3.83,-2.11,13.22,6.98,5.65
Curtis Samuel,WR,5.3,3.26,-1.22,11.82,5.8,6.1
Russell Shepard,WR,5.16,1.3,2.57,7.75,4.95,5.41
Geronimo Allison,WR,5.13,2.35,0.43,9.83,4.35,5.05
Tyler Boyd,WR,5.09,2.18,0.72,9.45,4.6,5.07
Dontrelle Inman,WR,5.08,2.65,-0.23,10.38,4.23,5.61
Andre Holmes,WR,5.03,1.66,1.71,8.35,4.79,4.58
Laquon Treadwell,WR,5.03,1.35,2.33,7.73,4.85,4.94
Braxton Miller,WR,4.77,2.22,0.33,9.22,5.23,5.29
ArDarius Stewart,WR,4.7,1.71,1.28,8.13,4.4,3.78
Bruce Ellington,WR,4.54,2.06,0.42,8.66,3.75,4.37
Kamar Aiken,WR,4.5,1.77,0.96,8.05,4.19,3.92
Chris Godwin,WR,4.46,2.68,-0.9,9.82,3.63,3.6
JuJu Smith-Schuster,WR,4.29,1.36,1.57,7.01,4.07,4.26
Josh Bellamy,WR,4.26,0.85,2.57,5.96,4.18,4.12
Bennie Fowler,WR,4.21,2.09,0.02,8.4,3.13,4.59
John Ross,WR,4.14,2.11,-0.07,8.36,3.61,3.74
Cordarrelle Patterson,WR,4.1,1.81,0.49,7.72,3.78,3.34
Ricardo Louis,WR,4.05,1.75,0.56,7.55,3.1,4.7
Ryan Grant,WR,4.04,2.63,-1.21,9.3,2.98,4.52
Josh Doctson,WR,3.96,1.85,0.26,7.65,4.52,4.33
Phillip Dorsett,WR,3.71,2.6,-1.49,8.91,2.82,3.32
Sammie Coates,WR,3.38,1.18,1.02,5.74,3.1,3.62
Jarius Wright,WR,3.3,1.25,0.79,5.8,3.03,3.34
Taywan Taylor,WR,3.14,1.4,0.33,5.94,2.86,2.5
Brice Butler,WR,3.09,1.12,0.86,5.32,2.89,2.88
Arrelious Benn,WR,3.08,1.34,0.41,5.76,2.76,3.29
Trent Taylor,WR,3.02,1.41,0.19,5.84,2.53,3.16
Chester Rogers,WR,2.95,2.25,-1.55,7.45,2.72,3.17
Darrius Heyward-Bey,WR,2.93,2.85,-2.77,8.63,1.77,2.1
T.J. Jones,WR,2.89,0.56,1.76,4.01,2.83,3.05
Pharoh Cooper,WR,2.82,2.34,-1.86,7.51,1.72,2.22
Aldrick Robinson,WR,2.7,1.44,-0.19,5.58,2.97,3.08
Cody Core,WR,2.52,2.31,-2.11,7.14,1.57,1.25
Brian Quick,WR,2.51,2.42,-2.33,7.36,1.54,1.62
Tommylee Lewis,WR,2.45,2.08,-1.71,6.62,1.82,2.62
Justin Hardy,WR,2.43,0.77,0.9,3.97,2.28,2.54
Michael Campanaro,WR,2.35,1.76,-1.18,5.88,2.84,2.42
Jordan Taylor,WR,2.29,1.23,-0.18,4.75,1.87,2.44
Roger Lewis,WR,2.26,1.18,-0.1,4.62,1.9,2.05
Charone Peake,WR,2.17,1.52,-0.88,5.21,2.18,2.16
Chad Williams,WR,1.69,1.12,-0.55,3.93,1.19,1.68
Justin Hunter,WR,1.66,1.17,-0.69,4.01,2.09,1.68
Mack Hollins,WR,1.64,1.84,-2.04,5.33,1.11,0.88
Alex Erickson,WR,1.51,1.12,-0.74,3.76,1.15,0.93
Brittan Golden,WR,1.34,0.88,-0.43,3.1,1.11,1.16
Amara Darboh,WR,1.14,0.68,-0.22,2.5,0.97,0.82
Jeff Janis,WR,1.13,1.07,-1.02,3.28,0.68,0.6
Cody Latimer,WR,1.09,0.69,-0.29,2.48,0.59,1.03
Leonte Carroo,WR,1.08,0.99,-0.9,3.06,0.81,0.65
Shelton Gibson,WR,1.08,0.73,-0.38,2.54,0.9,0.67
Chris Moore,WR,1.02,1.53,-2.03,4.08,0.49,0.37
Rodney Adams,WR,0.99,0.31,0.37,1.62,0.94,0.97
Jehu Chesson,WR,0.91,0.31,0.3,1.52,0.86,0.78
Josh Reynolds,WR,0.9,0.91,-0.93,2.73,0.59,0.62
Tanner McEvoy,WR,0.86,0.49,-0.12,1.83,0.92,0.89
Trevor Davis,WR,0.85,1.02,-1.2,2.9,0.53,0.45
Harry Douglas,WR,0.85,1.46,-2.08,3.77,3.38,0.0
Noah Brown,WR,0.77,0.39,-0.0,1.55,0.65,0.62
Brandon Tate,WR,0.72,0.29,0.14,1.3,0.65,0.68
Ryan Switzer,WR,0.71,0.39,-0.06,1.48,0.84,0.76
DeAnthony Thomas,WR,0.66,0.43,-0.19,1.51,0.68,0.67
Stacy Coley,WR,0.66,0.31,0.03,1.29,0.57,0.68
Isaiah McKenzie,WR,0.65,0.51,-0.36,1.66,0.38,0.7
Dwayne Harris,WR,0.63,0.47,-0.31,1.57,0.44,0.42
Chad Hansen,WR,0.59,0.43,-0.28,1.46,0.31,0.49
Max McCaffrey,WR,0.54,0.38,-0.22,1.3,0.81,0.81
Quan Bray,WR,0.5,0.37,-0.25,1.24,0.66,0.47
Demarcus Robinson,WR,0.49,0.45,-0.4,1.39,0.58,0.31
Tre McBride,WR,0.45,0.27,-0.1,0.99,0.53,0.4
Andy Jones,WR,0.41,0.27,-0.13,0.94,0.52,0.44
Austin Carr,WR,0.4,0.4,-0.4,1.22,0.81,0.4
Matt Hazel,WR,0.4,0.49,-0.58,1.37,0.69,0.2
Nick Williams,WR,0.36,0.51,-0.66,1.39,1.09,0.0
Chris Matthews,WR,0.36,0.45,-0.55,1.27,0.64,0.22
Kaelin Clay,WR,0.36,0.31,-0.26,0.97,0.58,0.42
Josh Malone,WR,0.33,0.33,-0.33,0.99,0.66,0.33
Antwan Goodley,WR,0.27,0.36,-0.44,0.98,0.65,0.0
Kasen Williams,WR,0.27,0.36,-0.44,0.98,0.65,0.0
Jared Abbrederis,WR,0.25,0.34,-0.42,0.92,0.58,0.0
Tanner Gentry,WR,0.22,0.31,-0.4,0.84,0.66,0.0
Marcus Johnson,WR,0.22,0.33,-0.43,0.87,0.63,0.0
Jakeem Grant,WR,0.19,0.17,-0.15,0.53,0.12,0.21
Johnny Holton,WR,0.18,0.17,-0.17,0.53,0.15,0.15
Eric Weems,WR,0.13,0.18,-0.23,0.48,0.09,0.01
J.D. McKissic,WR,0.12,0.16,-0.21,0.45,0.35,0.0
Geremy Davis,WR,0.1,0.15,-0.19,0.4,0.31,0.0
Vince Mayle,WR,0.1,0.17,-0.24,0.44,0.18,0.0
Matt Slater,WR,0.07,0.1,-0.13,0.27,0.06,0.01
Rueben Randle,WR,0.0,0.0,0.0,0.0,,0.0
Rashad Greene,WR,0.0,0.0,0.0,0.0,,0.0
Kalif Raymond,WR,0.0,0.0,0.0,0.0,,0.0
Rashawn Scott,WR,0.0,0.0,0.0,0.0,,0.0
Dom Williams,WR,0.0,0.0,0.0,0.0,,0.0
Steve Johnson,WR,0.0,0.0,0.0,0.0,,0.0
